[2026-04-08 23:16:52] [KAMERA] [CIZIK] Confidence: %37.05
[2026-04-08 23:16:54] [KAMERA] [HASARLI] Confidence: %39.89
[2026-04-08 23:16:54] [KAMERA] [CIZIK] Confidence: %43.54
[2026-04-08 23:16:56] [KAMERA] [HASARLI] Confidence: %35.47
[2026-04-08 23:16:57] [KAMERA] [CIZIK] Confidence: %35.08
[2026-04-08 23:16:58] [KAMERA] [NORMAL] Confidence: %36.06
[2026-04-08 23:16:59] [KAMERA] [CIZIK] Confidence: %35.64
[2026-04-08 23:17:01] [KAMERA] [HASARLI] Confidence: %38.53
[2026-04-08 23:17:02] [KAMERA] [CIZIK] Confidence: %44.76
[2026-04-08 23:17:03] [KAMERA] [HASARLI] Confidence: %37.33
[2026-04-08 23:17:04] [KAMERA] [CIZIK] Confidence: %37.06
[2026-04-08 23:17:05] [KAMERA] [HASARLI] Confidence: %36.95
[2026-04-08 23:17:06] [KAMERA] [CIZIK] Confidence: %40.21
[2026-04-08 23:17:08] [KAMERA] [HASARLI] Confidence: %36.70
[2026-04-08 23:17:09] [KAMERA] [CIZIK] Confidence: %42.61
[2026-04-08 23:17:10] [KAMERA] [HASARLI] Confidence: %37.65
[2026-04-08 23:17:11] [KAMERA] [CIZIK] Confidence: %35.08
[2026-04-08 23:17:11] [KAMERA] [HASARLI] Confidence: %40.14
[2026-04-08 23:17:12] [KAMERA] [CIZIK] Confidence: %49.38
[2026-04-08 23:17:13] [KAMERA] [NORMAL] Confidence: %35.23
[2026-04-08 23:17:13] [KAMERA] [HASARLI] Confidence: %38.09
[2026-04-08 23:17:14] [KAMERA] [CIZIK] Confidence: %40.96
[2026-04-08 23:17:14] [KAMERA] [HASARLI] Confidence: %45.96
[2026-04-08 23:17:15] [KAMERA] [CIZIK] Confidence: %43.30
[2026-04-08 23:17:16] [KAMERA] [HASARLI] Confidence: %43.99
[2026-04-08 23:17:16] [KAMERA] [CIZIK] Confidence: %35.97
[2026-04-08 23:17:17] [KAMERA] [HASARLI] Confidence: %35.75
[2026-04-08 23:17:18] [KAMERA] [CIZIK] Confidence: %42.88
[2026-04-08 23:17:18] [KAMERA] [HASARLI] Confidence: %41.07
[2026-04-08 23:17:21] [KAMERA] [CIZIK] Confidence: %35.10
[2026-04-08 23:17:21] [KAMERA] [HASARLI] Confidence: %42.76
